instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
STOCK|GOOGL|NYSE|Uruguay|EUR|2024-05-05|2024-05-05 12:21:20|S|190.9565|339.3263|64796.56|146.1471|1295.9312|63328.0|424997986115|Elizabeth|Phillips|Equatorial Guinea|STOP_LOSS|WEB|2026-02-14 14:58:17.263818|2026-02-14 14:58:17.263819
STOCK|AAPL|LSE|Egypt|USD|2023-04-21|2023-04-21 23:14:51|S|413.7142|956.9077|395886.3|1460.281|7917.726|386261.07|591501749335|Jennifer|Nichols|Korea|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.263961|2026-02-14 14:58:17.263962
ETF|BABA|NASDAQ|Bosnia and Herzegovina|GBP|2023-12-31|2023-12-31 04:43:26|B|65.5225|5.3233|348.8|0.7843|6.976|340.7|614807710802|Michelle|Ritter|Botswana|STOP_LIMIT|API|2026-02-14 14:58:17.264106|2026-02-14 14:58:17.264106
ETF|AAPL|NYSE|Greece|USD|2023-04-30|2023-04-30 18:31:15|B|342.5615|65.8689|22564.15|110.0325|451.283|21991.9|741569084117|Victoria|Ruiz|Northern Mariana Islands|MARKET_PRICE|BROKER|2026-02-14 14:58:17.264275|2026-02-14 14:58:17.264276
STOCK|TSLA|NYSE|Costa Rica|GBP|2023-11-26|2023-11-26 17:10:28|S|277.6258|77.7896|21596.4|105.9874|431.928|21053.64|150109162083|Katie|Smith|Venezuela|MARKET_PRICE|BROKER|2026-02-14 14:58:17.264416|2026-02-14 14:58:17.264417
STOCK|META|NASDAQ|Nicaragua|EUR|2023-12-22|2023-12-22 14:34:11|B|207.7132|326.8878|67898.91|246.7194|1357.9782|66229.36|649415078737|Caitlin|Gates|Belgium|STOP_LIMIT|API|2026-02-14 14:58:17.264556|2026-02-14 14:58:17.264556
STOCK|MSFT|LSE|Heard Island and McDonald Islands|JPY|2023-10-09|2023-10-09 13:31:36|S|310.2872|983.1982|305073.82|949.6814|6101.4764|297784.34|868680543888|Steven|Nelson|Brazil|LIMIT|WEB|2026-02-14 14:58:17.264747|2026-02-14 14:58:17.264748
ETF|NFLX|LSE|British Indian Ocean Territory (Chagos Archipelago)|JPY|2024-08-28|2024-08-28 13:25:11|B|444.5228|474.9796|211139.26|600.1769|4222.7852|206185.77|733862852762|Monique|Powell|Maldives|LIMIT|BROKER|2026-02-14 14:58:17.264906|2026-02-14 14:58:17.264907
ETF|TSLA|LSE|Jordan|EUR|2024-09-18|2024-09-18 11:20:12|B|88.303|424.4581|37480.92|103.382|749.6184|36615.19|318794764215|Tammy|Crane|Morocco|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.265046|2026-02-14 14:58:17.265046
STOCK|AAPL|NASDAQ|Anguilla|USD|2024-10-14|2024-10-14 18:03:04|B|262.7997|453.5519|119193.3|274.3358|2383.866|116499.85|477303779847|Marc|Diaz|Swaziland|STOP_LOSS|BROKER|2026-02-14 14:58:17.265185|2026-02-14 14:58:17.265186
ETF|NVDA|XETRA|Bouvet Island (Bouvetoya)|EUR|2023-04-22|2023-04-22 09:10:26|B|362.7595|654.8524|237553.93|1079.1364|4751.0786|231693.58|888963560551|Nathaniel|Bryan|Malawi|MARKET_PRICE|WEB|2026-02-14 14:58:17.265326|2026-02-14 14:58:17.265327
STOCK|NVDA|LSE|Greece|GBP|2023-09-13|2023-09-13 20:25:20|S|386.5604|300.8297|116288.85|544.0652|2325.777|113340.58|353555031016|Caitlyn|Allen|Jamaica|LIMIT|MOBILE|2026-02-14 14:58:17.265544|2026-02-14 14:58:17.265545
ETF|NVDA|JPX|Guadeloupe|EUR|2024-08-18|2024-08-18 19:13:36|S|218.0488|357.3723|77924.6|82.3674|1558.492|76271.11|272459563343|Rebecca|Marshall|Lao People's Democratic Republic|MARKET_PRICE|API|2026-02-14 14:58:17.265690|2026-02-14 14:58:17.265691
STOCK|NVDA|LSE|Heard Island and McDonald Islands|JPY|2024-05-19|2024-05-19 05:21:37|S|60.1222|236.0249|14190.34|31.1269|283.8068|13861.79|688460640713|Lisa|Clark|Heard Island and McDonald Islands|MARKET_PRICE|API|2026-02-14 14:58:17.265832|2026-02-14 14:58:17.265832
STOCK|BABA|LSE|Montenegro|EUR|2024-09-19|2024-09-19 08:42:59|S|188.8613|311.6874|58865.69|180.1944|1177.3138|57475.83|734308902219|Michele|Johnson|Niue|STOP_LIMIT|BROKER|2026-02-14 14:58:17.265990|2026-02-14 14:58:17.265991
ETF|NFLX|NASDAQ|Luxembourg|USD|2023-05-04|2023-05-04 20:11:24|S|28.8308|1096.1056|31601.6|60.905|632.032|30902.62|793608185392|Brian|Bell|Jordan|STOP_LOSS|MOBILE|2026-02-14 14:58:17.266146|2026-02-14 14:58:17.266147
STOCK|BABA|XETRA|Colombia|JPY|2023-08-05|2023-08-05 05:38:45|B|205.8615|1434.801|295370.29|1025.2015|5907.4058|288389.11|328953064381|Jason|Pennington|Malta|EACH_PRICE|WEB|2026-02-14 14:58:17.266287|2026-02-14 14:58:17.266288
STOCK|NVDA|XETRA|Saint Martin|EUR|2024-12-09|2024-12-09 12:48:25|S|449.076|1301.1878|584332.21|2530.4952|11686.6442|569857.69|910682939080|Sandra|Diaz|Congo|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.266429|2026-02-14 14:58:17.266430
STOCK|MSFT|NASDAQ|Liechtenstein|JPY|2023-02-26|2023-02-26 20:22:09|S|352.7622|52.1146|18384.06|54.8065|367.6812|17952.75|844278812198|Brandon|Arnold|Iraq|LIMIT|WEB|2026-02-14 14:58:17.266571|2026-02-14 14:58:17.266572
STOCK|AMZN|NASDAQ|Latvia|USD|2024-04-02|2024-04-02 05:36:23|S|30.5517|1151.0931|35167.85|166.3569|703.357|34292.55|872241157305|Lindsey|Perez|Burundi|EACH_PRICE|MOBILE|2026-02-14 14:58:17.266713|2026-02-14 14:58:17.266714
ETF|AAPL|XETRA|Jordan|GBP|2023-07-03|2023-07-03 23:33:35|S|274.347|1182.8684|324516.4|1388.7057|6490.328|316314.14|413651716495|Joshua|Lindsey|Azerbaijan|LIMIT|WEB|2026-02-14 14:58:17.266854|2026-02-14 14:58:17.266855
ETF|MSFT|JPX|Norway|USD|2023-04-28|2023-04-28 22:33:30|B|397.9071|389.9331|155157.15|260.3635|3103.143|151733.27|156115346185|Ryan|Sanchez|Tonga|LIMIT|WEB|2026-02-14 14:58:17.266994|2026-02-14 14:58:17.266995
ETF|NFLX|LSE|Burundi|GBP|2024-08-01|2024-08-01 04:46:23|B|184.9625|1143.9312|211584.37|764.7942|4231.6874|206378.46|766646547506|Theresa|Odonnell|Nauru|MARKET_PRICE|BROKER|2026-02-14 14:58:17.267138|2026-02-14 14:58:17.267139
STOCK|AAPL|NYSE|Liechtenstein|JPY|2024-12-13|2024-12-13 07:38:28|S|296.787|139.0443|41266.54|88.8536|825.3308|40340.51|540311259554|Christine|Huang|Saudi Arabia|STOP_LOSS|WEB|2026-02-14 14:58:17.267278|2026-02-14 14:58:17.267279
STOCK|BABA|XETRA|Tajikistan|USD|2023-05-06|2023-05-06 04:18:00|B|424.9553|690.0104|293223.58|602.6525|5864.4716|286657.42|882709142704|David|Mcmillan|Barbados|STOP_LOSS|BROKER|2026-02-14 14:58:17.267420|2026-02-14 14:58:17.267420
ETF|META|LSE|Singapore|GBP|2024-05-23|2024-05-23 18:37:07|S|473.4283|1273.0126|602680.19|1005.7932|12053.6038|589081.22|806136920467|Amy|Singh|Cocos (Keeling) Islands|LIMIT|API|2026-02-14 14:58:17.267559|2026-02-14 14:58:17.267560
STOCK|MSFT|XETRA|South Georgia and the South Sandwich Islands|USD|2023-01-01|2023-01-01 21:14:15|S|313.5139|1337.3833|419288.25|880.0971|8385.765|409808.72|510383665544|Holly|Jacobs|Benin|STOP_LIMIT|API|2026-02-14 14:58:17.267699|2026-02-14 14:58:17.267700
STOCK|MSFT|LSE|Dominica|USD|2023-11-11|2023-11-11 09:25:25|B|287.6616|958.7101|275784.08|1301.8922|5515.6816|268908.67|800332285332|Mary|Parker|Burundi|STOP_LOSS|MOBILE|2026-02-14 14:58:17.267842|2026-02-14 14:58:17.267843
ETF|META|JPX|Finland|USD|2024-07-22|2024-07-22 09:32:56|S|456.3536|193.4028|88260.06|318.9994|1765.2012|86141.31|597637529959|Rebecca|Morris|Kenya|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.267982|2026-02-14 14:58:17.267983
STOCK|AAPL|XETRA|Liechtenstein|GBP|2023-11-12|2023-11-12 22:45:43|B|340.2597|706.9397|240543.09|668.8454|4810.8618|234982.46|796020210118|Timothy|Holder|Turkmenistan|EACH_PRICE|BROKER|2026-02-14 14:58:17.268123|2026-02-14 14:58:17.268124
STOCK|BABA|JPX|Gibraltar|GBP|2023-11-20|2023-11-20 04:03:07|B|122.7506|953.8598|117086.86|366.0621|2341.7372|114305.98|873330594343|Amber|Morris|Macao|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.268264|2026-02-14 14:58:17.268265
STOCK|NFLX|LSE|Guam|JPY|2023-12-30|2023-12-30 15:21:03|B|274.7296|44.3456|12183.05|28.9147|243.661|11905.82|383678519478|Jake|Jenkins|Tunisia|EACH_PRICE|API|2026-02-14 14:58:17.268408|2026-02-14 14:58:17.268409
STOCK|GOOGL|NASDAQ|Korea|JPY|2023-12-17|2023-12-17 17:16:42|S|292.8001|676.2931|198018.69|479.4548|3960.3738|193442.32|702302429128|Kristina|Nelson|Guatemala|LIMIT|WEB|2026-02-14 14:58:17.268549|2026-02-14 14:58:17.268550
ETF|AAPL|XETRA|United States Virgin Islands|USD|2024-04-04|2024-04-04 16:16:35|B|118.7172|627.7289|74522.22|257.4234|1490.4444|72726.55|157992819423|Michael|Thompson|El Salvador|EACH_PRICE|API|2026-02-14 14:58:17.268692|2026-02-14 14:58:17.268693
STOCK|NFLX|NASDAQ|Netherlands|GBP|2024-10-25|2024-10-25 08:32:19|B|117.859|1243.4971|146557.32|560.7364|2931.1464|142978.04|230442878967|Jessica|Woodard|French Guiana|STOP_LIMIT|BROKER|2026-02-14 14:58:17.268834|2026-02-14 14:58:17.268835
ETF|META|NYSE|Montserrat|GBP|2024-03-31|2024-03-31 18:13:14|B|480.204|440.595|211575.48|1052.2965|4231.5096|206245.35|187344977747|Phillip|Lee|Burkina Faso|LIMIT|API|2026-02-14 14:58:17.268974|2026-02-14 14:58:17.268975
STOCK|TSLA|NYSE|Senegal|USD|2024-12-20|2024-12-20 17:31:25|S|404.5466|348.3827|140937.04|201.8744|2818.7408|137780.38|101686425007|Garrett|Long|El Salvador|STOP_LIMIT|WEB|2026-02-14 14:58:17.269114|2026-02-14 14:58:17.269115
ETF|AMZN|NYSE|Iran|JPY|2024-08-21|2024-08-21 02:09:36|S|469.7119|950.445|446435.33|719.6849|8928.7066|436667.99|833744483422|Robin|Villegas|Cote d'Ivoire|MARKET_PRICE|API|2026-02-14 14:58:17.269258|2026-02-14 14:58:17.269259
STOCK|GOOGL|LSE|Malta|EUR|2023-05-23|2023-05-23 00:51:51|B|174.2329|956.0624|166577.52|464.231|3331.5504|162735.09|388975083960|Scott|Brown|Falkland Islands (Malvinas)|MARKET_PRICE|API|2026-02-14 14:58:17.269432|2026-02-14 14:58:17.269433
STOCK|NFLX|NASDAQ|Saint Barthelemy|GBP|2024-11-03|2024-11-03 20:16:13|B|176.8785|319.7289|56553.17|123.6257|1131.0634|55253.6|220476993833|David|Larsen|Cameroon|LIMIT|WEB|2026-02-14 14:58:17.269585|2026-02-14 14:58:17.269586
STOCK|MSFT|LSE|Western Sahara|EUR|2024-03-20|2024-03-20 11:34:08|B|113.95|953.126|108608.71|160.9369|2172.1742|106258.45|123391691543|Emily|Sanchez|Falkland Islands (Malvinas)|STOP_LIMIT|MOBILE|2026-02-14 14:58:17.269747|2026-02-14 14:58:17.269748
ETF|AAPL|NASDAQ|Saint Vincent and the Grenadines|JPY|2024-03-20|2024-03-20 13:24:45|B|270.551|53.1071|14368.18|66.7539|287.3636|14010.17|403997773885|Ashley|Ballard|Jordan|STOP_LOSS|WEB|2026-02-14 14:58:17.269936|2026-02-14 14:58:17.269936
ETF|AMZN|XETRA|Albania|GBP|2023-05-20|2023-05-20 22:55:01|S|136.0299|1169.1486|159039.17|451.4152|3180.7834|155355.63|981722660566|Jennifer|Liu|Montserrat|MARKET_PRICE|WEB|2026-02-14 14:58:17.270077|2026-02-14 14:58:17.270078
ETF|AMZN|NYSE|Reunion|JPY|2023-01-07|2023-01-07 18:27:46|B|417.4736|287.0085|119818.47|278.7689|2396.3694|117070.38|130320944485|Theresa|Vargas|Saint Kitts and Nevis|STOP_LOSS|BROKER|2026-02-14 14:58:17.270222|2026-02-14 14:58:17.270223
STOCK|NFLX|NASDAQ|Cameroon|EUR|2023-05-19|2023-05-19 05:37:22|S|187.9557|715.8351|134545.29|541.4565|2690.9058|131191.18|466286946607|Jeremy|Fleming|Tonga|EACH_PRICE|BROKER|2026-02-14 14:58:17.270362|2026-02-14 14:58:17.270363
ETF|NFLX|NASDAQ|Chile|EUR|2024-08-13|2024-08-13 08:41:31|B|439.6828|1427.3235|627569.59|322.7843|12551.3918|614160.1|460623258344|Olivia|Holmes|Syrian Arab Republic|STOP_LIMIT|API|2026-02-14 14:58:17.270503|2026-02-14 14:58:17.270504
STOCK|BABA|NYSE|Korea|EUR|2024-03-02|2024-03-02 23:40:13|B|286.6679|357.1203|102374.93|70.7553|2047.4986|100210.61|705980342464|Daniel|Jackson|Bolivia|MARKET_PRICE|WEB|2026-02-14 14:58:17.270643|2026-02-14 14:58:17.270643
STOCK|META|XETRA|Lao People's Democratic Republic|USD|2024-08-26|2024-08-26 06:53:35|B|35.9942|437.0874|15732.61|61.932|314.6522|15349.36|262404212338|Victoria|Williams|Rwanda|EACH_PRICE|MOBILE|2026-02-14 14:58:17.270784|2026-02-14 14:58:17.270785
STOCK|AMZN|NYSE|Greenland|EUR|2024-09-13|2024-09-13 03:04:21|B|193.6402|247.9192|48007.12|108.5601|960.1424|46924.49|682967342046|Jennifer|Bauer|Netherlands Antilles|STOP_LIMIT|API|2026-02-14 14:58:17.270927|2026-02-14 14:58:17.270928
STOCK|NFLX|NASDAQ|Gambia|USD|2023-03-02|2023-03-02 17:44:48|S|185.6702|390.8537|72569.88|239.9576|1451.3976|70844.42|170907423922|Philip|Perez|Kenya|EACH_PRICE|MOBILE|2026-02-14 14:58:17.271067|2026-02-14 14:58:17.271068
STOCK|NFLX|XETRA|Nigeria|EUR|2023-02-15|2023-02-15 01:00:56|B|84.2324|1436.7077|121017.34|158.1094|2420.3468|118361.12|535336714086|Emma|Hansen|Nepal|STOP_LIMIT|WEB|2026-02-14 14:58:17.271205|2026-02-14 14:58:17.271206
ETF|META|JPX|Oman|EUR|2023-09-09|2023-09-09 20:50:41|B|397.6494|874.524|347753.94|1536.4093|6955.0788|339158.99|393168050807|Susan|Howell|Guadeloupe|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.271345|2026-02-14 14:58:17.271346
STOCK|BABA|JPX|Malawi|USD|2023-09-01|2023-09-01 19:06:44|S|253.4841|496.3841|125825.48|372.3781|2516.5096|122871.09|248783353641|Bobby|Pitts|Kenya|EACH_PRICE|API|2026-02-14 14:58:17.271485|2026-02-14 14:58:17.271486
ETF|BABA|NASDAQ|South Georgia and the South Sandwich Islands|GBP|2023-01-17|2023-01-17 04:06:48|S|105.3311|1445.3546|152240.79|692.3119|3044.8158|148450.26|199601833495|Stephanie|Day|Hungary|STOP_LOSS|WEB|2026-02-14 14:58:17.271628|2026-02-14 14:58:17.271629
ETF|GOOGL|LSE|French Guiana|GBP|2023-03-06|2023-03-06 22:58:41|S|149.5504|1492.6473|223226.0|604.7035|4464.52|218061.53|356585492388|Michael|Holt|Grenada|EACH_PRICE|API|2026-02-14 14:58:17.271770|2026-02-14 14:58:17.271770
STOCK|NFLX|LSE|Cameroon|EUR|2024-06-16|2024-06-16 09:48:12|B|183.9377|1472.7326|270891.05|693.2757|5417.821|264559.09|640624910746|Jesus|Miller|Tajikistan|STOP_LOSS|WEB|2026-02-14 14:58:17.271911|2026-02-14 14:58:17.271912
STOCK|NFLX|JPX|South Africa|GBP|2023-05-07|2023-05-07 00:47:32|S|244.0138|619.0902|151066.55|354.9269|3021.331|147615.74|292158475247|Valerie|Moses|Mexico|LIMIT|API|2026-02-14 14:58:17.272051|2026-02-14 14:58:17.272052
ETF|META|XETRA|Anguilla|USD|2024-07-21|2024-07-21 01:20:29|S|319.9977|411.5893|131707.63|459.4959|2634.1526|128561.02|972489676900|Steven|Hernandez|Northern Mariana Islands|STOP_LOSS|API|2026-02-14 14:58:17.272193|2026-02-14 14:58:17.272194
STOCK|NFLX|NYSE|French Guiana|USD|2024-07-05|2024-07-05 12:03:28|S|89.4346|939.7655|84047.55|239.583|1680.951|82057.71|959869934788|Jeremy|Hanson|Haiti|MARKET_PRICE|API|2026-02-14 14:58:17.272333|2026-02-14 14:58:17.272334
STOCK|NVDA|LSE|Samoa|EUR|2023-04-02|2023-04-02 10:44:26|S|443.275|241.9793|107263.37|403.7608|2145.2674|104671.98|226967839208|Angel|Pearson|Tajikistan|LIMIT|WEB|2026-02-14 14:58:17.272473|2026-02-14 14:58:17.272474
STOCK|TSLA|LSE|Kiribati|JPY|2023-12-19|2023-12-19 09:31:21|B|45.8512|1297.1209|59474.55|46.0176|1189.491|58196.18|911257915585|Jeffrey|Rivers|Svalbard & Jan Mayen Islands|LIMIT|MOBILE|2026-02-14 14:58:17.272613|2026-02-14 14:58:17.272614
ETF|NVDA|NYSE|Tokelau|USD|2024-01-24|2024-01-24 15:00:26|B|430.6617|434.4187|187087.5|488.2641|3741.75|182672.07|175005155451|Tiffany|Gray|Algeria|STOP_LOSS|API|2026-02-14 14:58:17.272752|2026-02-14 14:58:17.272753
ETF|BABA|NYSE|Netherlands|JPY|2023-12-09|2023-12-09 22:55:42|S|413.4814|844.7415|349284.9|1516.3323|6985.698|340631.39|891907031378|John|Reynolds|Suriname|STOP_LOSS|MOBILE|2026-02-14 14:58:17.272892|2026-02-14 14:58:17.272892
STOCK|AAPL|LSE|Ireland|EUR|2023-04-16|2023-04-16 22:05:11|S|121.0318|728.7391|88200.61|436.2613|1764.0122|85948.92|571816123721|William|Smith|Kazakhstan|STOP_LOSS|MOBILE|2026-02-14 14:58:17.273034|2026-02-14 14:58:17.273034
ETF|META|JPX|Palestinian Territory|USD|2024-02-19|2024-02-19 06:52:11|B|23.9844|696.9691|16716.39|80.1874|334.3278|16293.26|543721940264|Derek|Nicholson|Saint Pierre and Miquelon|EACH_PRICE|BROKER|2026-02-14 14:58:17.273176|2026-02-14 14:58:17.273177
STOCK|NVDA|XETRA|Lao People's Democratic Republic|USD|2023-01-26|2023-01-26 11:14:01|B|187.4741|181.5897|34043.37|54.669|680.8674|33275.96|304039390655|Stacy|Lynch|Monaco|MARKET_PRICE|API|2026-02-14 14:58:17.273318|2026-02-14 14:58:17.273319
ETF|META|NYSE|Tanzania|USD|2023-08-23|2023-08-23 11:19:56|S|461.7542|1109.2533|512202.37|1896.1321|10244.0474|499946.13|189089180043|Chad|Young|Pitcairn Islands|EACH_PRICE|WEB|2026-02-14 14:58:17.273501|2026-02-14 14:58:17.273501
STOCK|META|NYSE|Guyana|USD|2023-05-19|2023-05-19 16:25:15|B|266.2513|1221.2827|325168.11|1298.7804|6503.3622|317052.3|466579114910|Christine|Long|Papua New Guinea|MARKET_PRICE|API|2026-02-14 14:58:17.273642|2026-02-14 14:58:17.273642
ETF|NFLX|NASDAQ|Cambodia|JPY|2024-04-16|2024-04-16 06:00:18|B|183.636|43.5355|7994.69|16.0023|159.8938|7814.48|964497580140|Anthony|Long|Pakistan|MARKET_PRICE|BROKER|2026-02-14 14:58:17.273785|2026-02-14 14:58:17.273786
ETF|NVDA|XETRA|Sri Lanka|GBP|2023-11-21|2023-11-21 06:08:50|S|415.7916|619.5859|257618.61|711.4452|5152.3722|251528.72|539791438761|Nancy|Lopez|Albania|EACH_PRICE|WEB|2026-02-14 14:58:17.273924|2026-02-14 14:58:17.273925
ETF|NFLX|NASDAQ|Angola|USD|2024-01-04|2024-01-04 12:13:08|B|452.165|375.0665|169591.94|224.3562|3391.8388|165835.94|360522682709|Jorge|Torres|Honduras|LIMIT|API|2026-02-14 14:58:17.274064|2026-02-14 14:58:17.274065
STOCK|BABA|NYSE|Norway|GBP|2024-06-27|2024-06-27 13:25:02|B|323.9637|1494.4991|484163.46|1189.0579|9683.2692|473049.36|798875962274|Kendra|Williams|Mauritius|EACH_PRICE|API|2026-02-14 14:58:17.274207|2026-02-14 14:58:17.274207
STOCK|BABA|NYSE|Benin|USD|2024-03-27|2024-03-27 10:47:31|S|117.7534|307.0759|36159.23|109.7926|723.1846|35299.92|170363148349|Bradley|Graham|French Guiana|LIMIT|MOBILE|2026-02-14 14:58:17.274346|2026-02-14 14:58:17.274346
STOCK|NFLX|NASDAQ|French Guiana|JPY|2023-03-17|2023-03-17 21:27:40|S|277.3589|842.9448|233798.24|750.5055|4675.9648|228171.13|529233506235|Thomas|Cole|United Kingdom|STOP_LOSS|API|2026-02-14 14:58:17.274489|2026-02-14 14:58:17.274490
ETF|BABA|XETRA|Switzerland|USD|2024-08-09|2024-08-09 17:54:53|S|346.7833|888.1699|308002.49|1238.9528|6160.0498|300402.95|721411423405|Emily|Glass|Congo|MARKET_PRICE|BROKER|2026-02-14 14:58:17.274630|2026-02-14 14:58:17.274631
ETF|AMZN|LSE|Dominican Republic|GBP|2024-07-16|2024-07-16 02:48:29|B|436.9705|511.4692|223496.95|158.9906|4469.939|218743.99|347451264868|Joshua|Adams|Fiji|EACH_PRICE|MOBILE|2026-02-14 14:58:17.274770|2026-02-14 14:58:17.274770
ETF|AAPL|LSE|Maldives|USD|2024-07-25|2024-07-25 16:45:15|B|398.6734|984.3856|392448.35|569.9501|7848.967|383793.31|963195479789|Robin|Leonard|Saint Helena|MARKET_PRICE|WEB|2026-02-14 14:58:17.274935|2026-02-14 14:58:17.274936
ETF|AAPL|NASDAQ|British Indian Ocean Territory (Chagos Archipelago)|GBP|2023-07-28|2023-07-28 02:44:55|B|256.3505|1181.5893|302901.01|1255.7661|6058.0202|295464.98|237466008095|Christopher|Lopez|Liechtenstein|EACH_PRICE|MOBILE|2026-02-14 14:58:17.275098|2026-02-14 14:58:17.275099
STOCK|NFLX|NASDAQ|Uzbekistan|EUR|2023-02-14|2023-02-14 01:26:07|S|62.8512|149.4453|9392.82|26.0444|187.8564|9177.92|492981412308|Ryan|Miller|Gabon|MARKET_PRICE|MOBILE|2026-02-14 14:58:17.275281|2026-02-14 14:58:17.275282
STOCK|MSFT|JPX|Cayman Islands|GBP|2024-06-07|2024-06-07 05:56:16|B|386.8805|311.4431|120491.26|421.0911|2409.8252|117590.12|744575332930|Jaclyn|Bryant|Maldives|STOP_LIMIT|BROKER|2026-02-14 14:58:17.275451|2026-02-14 14:58:17.275452
STOCK|META|NYSE|Thailand|GBP|2024-09-15|2024-09-15 08:16:33|S|53.6857|1342.5709|72076.86|164.8487|1441.5372|70463.21|215803089939|Diane|Tate|Micronesia|EACH_PRICE|MOBILE|2026-02-14 14:58:17.275599|2026-02-14 14:58:17.275600
STOCK|TSLA|NASDAQ|Equatorial Guinea|EUR|2024-12-28|2024-12-28 00:02:24|B|203.9219|1110.6572|226487.33|510.1055|4529.7466|221382.81|832015341040|Nichole|Cameron|Pitcairn Islands|EACH_PRICE|MOBILE|2026-02-14 14:58:17.275773|2026-02-14 14:58:17.275774
STOCK|AAPL|LSE|Micronesia|JPY|2023-09-04|2023-09-04 15:44:50|B|61.3634|629.7908|38646.1|91.6367|772.922|37745.51|531259365652|Keith|Smith|Antarctica (the territory South of 60 deg S)|STOP_LOSS|WEB|2026-02-14 14:58:17.275967|2026-02-14 14:58:17.275968
STOCK|MSFT|XETRA|Gibraltar|EUR|2024-08-24|2024-08-24 22:48:42|B|497.1945|413.9172|205797.36|209.9113|4115.9472|201311.22|997044084298|Justin|Flores|New Zealand|LIMIT|WEB|2026-02-14 14:58:17.276151|2026-02-14 14:58:17.276151
ETF|TSLA|NASDAQ|Guyana|USD|2024-11-30|2024-11-30 19:54:01|S|239.7574|1408.2457|337637.33|1335.8373|6752.7466|329290.2|317991675257|Tiffany|Hamilton|Algeria|EACH_PRICE|API|2026-02-14 14:58:17.276297|2026-02-14 14:58:17.276297
ETF|GOOGL|JPX|Tunisia|GBP|2023-05-18|2023-05-18 00:00:20|S|271.3079|777.2884|210884.48|681.5998|4217.6896|205897.72|665416127997|Riley|Wright|Cambodia|STOP_LOSS|MOBILE|2026-02-14 14:58:17.276457|2026-02-14 14:58:17.276458
ETF|GOOGL|XETRA|Kenya|USD|2023-04-29|2023-04-29 22:05:11|S|425.8693|1334.2487|568215.56|1192.9832|11364.3112|555197.03|732057722139|Brenda|Williams|India|STOP_LOSS|BROKER|2026-02-14 14:58:17.276618|2026-02-14 14:58:17.276618
ETF|MSFT|LSE|Cook Islands|EUR|2024-11-26|2024-11-26 18:55:13|S|444.3129|691.4985|307241.7|1480.9731|6144.834|299490.33|420064721440|Valerie|Kennedy|Congo|STOP_LOSS|WEB|2026-02-14 14:58:17.276762|2026-02-14 14:58:17.276763
STOCK|AMZN|LSE|Italy|GBP|2024-07-11|2024-07-11 08:37:11|S|63.5121|94.8627|6024.93|16.2523|120.4986|5884.8|944745584500|Bethany|Vincent|Faroe Islands|STOP_LOSS|MOBILE|2026-02-14 14:58:17.276910|2026-02-14 14:58:17.276911
STOCK|BABA|JPX|Mexico|GBP|2023-07-13|2023-07-13 14:14:20|S|217.1914|1304.0111|283220.0|1277.8918|5664.4|276030.16|106104901145|Joshua|Garner|United States Minor Outlying Islands|LIMIT|WEB|2026-02-14 14:58:17.277087|2026-02-14 14:58:17.277087
STOCK|META|NYSE|Bolivia|USD|2024-07-14|2024-07-14 11:46:51|B|148.7922|754.5449|112270.4|449.2215|2245.408|109529.48|373089737422|Thomas|Harris|Hungary|LIMIT|MOBILE|2026-02-14 14:58:17.277262|2026-02-14 14:58:17.277263
ETF|NFLX|JPX|Bolivia|USD|2023-11-19|2023-11-19 07:18:28|B|307.7855|335.6602|103311.34|320.9935|2066.2268|100896.23|994804140488|Aaron|Davis|Malawi|EACH_PRICE|WEB|2026-02-14 14:58:17.277462|2026-02-14 14:58:17.277462
ETF|META|JPX|Luxembourg|JPY|2024-04-08|2024-04-08 17:36:17|S|59.0901|1347.452|79621.07|311.414|1592.4214|77674.07|806728108072|Robert|Carroll|Thailand|STOP_LOSS|BROKER|2026-02-14 14:58:17.277627|2026-02-14 14:58:17.277628
ETF|AMZN|JPX|Czech Republic|GBP|2024-07-02|2024-07-02 01:56:31|B|183.3621|1316.4064|241379.04|385.1142|4827.5808|235965.47|976727780915|Jessica|Mccormick|Tajikistan|MARKET_PRICE|BROKER|2026-02-14 14:58:17.277776|2026-02-14 14:58:17.277776
STOCK|NFLX|XETRA|Andorra|JPY|2024-04-09|2024-04-09 01:35:01|B|43.1775|1194.6178|51580.61|133.4864|1031.6122|50401.18|776997332297|Austin|Werner|Martinique|MARKET_PRICE|API|2026-02-14 14:58:17.277952|2026-02-14 14:58:17.277953
ETF|BABA|JPX|Bolivia|JPY|2024-04-28|2024-04-28 20:27:40|S|432.3441|1191.9954|515352.18|1432.4901|10307.0436|503196.19|613611689345|Edward|Martin|Monaco|STOP_LOSS|WEB|2026-02-14 14:58:17.278130|2026-02-14 14:58:17.278131
