instrument_type|ticker_symbol|exchange|country|currency|trade_date|execution_time|side|quantity|price_per_unit|gross_amount|commission|tax|net_amount|client_pid|client_name|client_lastname|client_origin|transaction_type|channel|created_at|updated_at
STOCK|TSLA|XETRA|Botswana|EUR|2023-11-12|2023-11-12 11:59:42|S|225.4654|851.2032|191916.87|362.299|3838.3374|187667.1|387176649953|Timothy|Cordova|Mozambique|LIMIT|BROKER|2026-01-19 13:07:53.554233|2026-01-19 13:07:53.554233
ETF|NFLX|NASDAQ|Zimbabwe|USD|2024-06-16|2024-06-16 06:26:53|S|381.165|1053.8641|401696.11|1405.6351|8033.9222|392078.56|164924736894|Stephanie|Long|Cayman Islands|MARKET_PRICE|BROKER|2026-01-19 13:07:53.554392|2026-01-19 13:07:53.554393
STOCK|META|NASDAQ|South Africa|EUR|2023-01-29|2023-01-29 03:02:05|B|385.5892|380.6892|146789.64|716.7759|2935.7928|143024.99|872545374406|Christina|Harris|Lao People's Democratic Republic|STOP_LOSS|BROKER|2026-01-19 13:07:53.554550|2026-01-19 13:07:53.554551
STOCK|AMZN|XETRA|United States Minor Outlying Islands|USD|2024-04-13|2024-04-13 06:53:28|B|408.7497|376.3015|153813.13|266.8995|3076.2626|150355.58|660353457245|Adam|Johnson|South Africa|STOP_LOSS|API|2026-01-19 13:07:53.554749|2026-01-19 13:07:53.554750
STOCK|MSFT|NASDAQ|Egypt|USD|2023-02-27|2023-02-27 19:00:40|S|273.8987|303.2756|83066.79|317.3989|1661.3358|81018.83|383297028765|Derek|Briggs|Nigeria|STOP_LIMIT|WEB|2026-01-19 13:07:53.555031|2026-01-19 13:07:53.555033
STOCK|AAPL|NYSE|Mexico|GBP|2024-08-21|2024-08-21 02:33:33|S|208.8387|886.5614|185148.33|245.9544|3702.9666|181079.01|568373549601|Peter|Anthony|Zambia|EACH_PRICE|BROKER|2026-01-19 13:07:53.555273|2026-01-19 13:07:53.555275
STOCK|NFLX|NASDAQ|Niue|USD|2023-08-12|2023-08-12 20:06:28|S|321.1764|399.369|128267.9|620.8956|2565.358|124958.5|973234218509|Suzanne|Grant|Saint Martin|LIMIT|BROKER|2026-01-19 13:07:53.555458|2026-01-19 13:07:53.555459
STOCK|NFLX|XETRA|Cuba|USD|2024-10-21|2024-10-21 08:28:04|B|44.2155|350.5859|15501.33|28.7586|310.0266|15156.85|339734869866|Joseph|Murphy|Spain|STOP_LOSS|BROKER|2026-01-19 13:07:53.555651|2026-01-19 13:07:53.555652
ETF|BABA|NASDAQ|Western Sahara|JPY|2023-11-28|2023-11-28 09:36:51|S|496.2795|841.7073|417722.08|1378.1878|8354.4416|407804.1|134546082787|Janice|Ramirez|Malawi|STOP_LOSS|WEB|2026-01-19 13:07:53.555816|2026-01-19 13:07:53.555816
STOCK|META|NYSE|Jamaica|EUR|2023-05-11|2023-05-11 09:25:27|B|309.67|1480.2129|458377.53|601.8518|9167.5506|448252.45|587849026411|Angela|Garcia|North Macedonia|STOP_LIMIT|BROKER|2026-01-19 13:07:53.555973|2026-01-19 13:07:53.555974
STOCK|MSFT|LSE|Germany|JPY|2024-11-07|2024-11-07 05:39:26|S|108.5425|821.1334|89127.87|61.7261|1782.5574|87215.22|851837892920|Lauren|Maxwell|Djibouti|STOP_LOSS|API|2026-01-19 13:07:53.556130|2026-01-19 13:07:53.556131
STOCK|GOOGL|NYSE|Comoros|EUR|2024-06-21|2024-06-21 07:21:56|S|345.8643|559.3751|193467.88|960.7246|3869.3576|188589.6|640798803473|Gloria|Winters|Bahamas|MARKET_PRICE|BROKER|2026-01-19 13:07:53.556301|2026-01-19 13:07:53.556302
STOCK|NVDA|JPX|Taiwan|JPY|2024-04-20|2024-04-20 00:03:32|B|329.5535|397.6054|131032.25|433.8059|2620.645|127924.73|963636068858|Anthony|Anderson|Lao People's Democratic Republic|LIMIT|BROKER|2026-01-19 13:07:53.556451|2026-01-19 13:07:53.556452
ETF|AMZN|XETRA|British Virgin Islands|EUR|2024-05-30|2024-05-30 09:07:16|B|174.4318|983.5777|171567.23|471.6723|3431.3446|167635.33|986811976938|Ariel|Turner|Iraq|STOP_LIMIT|BROKER|2026-01-19 13:07:53.556598|2026-01-19 13:07:53.556599
STOCK|NVDA|LSE|Russian Federation|JPY|2023-06-05|2023-06-05 21:07:14|S|239.7106|1380.2046|330849.67|1645.985|6616.9934|322315.37|520494130397|Brian|Castillo|United Arab Emirates|STOP_LOSS|BROKER|2026-01-19 13:07:53.556745|2026-01-19 13:07:53.556746
ETF|BABA|JPX|Seychelles|USD|2024-08-31|2024-08-31 05:33:52|S|92.1558|912.0388|84049.67|346.4938|1680.9934|81960.06|571206169607|Jesse|Duran|Andorra|STOP_LOSS|MOBILE|2026-01-19 13:07:53.556894|2026-01-19 13:07:53.556895
ETF|AAPL|NASDAQ|Myanmar|GBP|2023-11-16|2023-11-16 13:03:30|S|291.0295|84.9941|24735.79|73.8552|494.7158|24162.64|264380444272|Jennifer|Morales|Zimbabwe|EACH_PRICE|API|2026-01-19 13:07:53.557043|2026-01-19 13:07:53.557044
ETF|AAPL|JPX|Netherlands Antilles|JPY|2023-09-19|2023-09-19 04:50:08|B|211.6182|767.0804|162328.17|647.4963|3246.5634|158355.71|376792895395|Kelly|Clements|Cape Verde|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.557188|2026-01-19 13:07:53.557189
ETF|GOOGL|NASDAQ|Switzerland|JPY|2024-10-25|2024-10-25 07:24:31|B|467.5029|611.4281|285844.41|894.847|5716.8882|279115.22|345645869777|Andrea|Murphy|Peru|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.557335|2026-01-19 13:07:53.557336
ETF|TSLA|NYSE|Nauru|USD|2023-03-11|2023-03-11 22:58:55|S|309.5729|133.7704|41411.69|28.8639|828.2338|40539.34|343086545037|Stephen|Martin|Tokelau|STOP_LOSS|MOBILE|2026-01-19 13:07:53.557480|2026-01-19 13:07:53.557481
ETF|TSLA|NASDAQ|Colombia|EUR|2023-03-31|2023-03-31 11:13:16|B|294.9256|545.2908|160820.22|733.771|3216.4044|156737.45|236429069531|Meredith|Moore|Mozambique|EACH_PRICE|API|2026-01-19 13:07:53.557626|2026-01-19 13:07:53.557627
ETF|AAPL|LSE|Burkina Faso|GBP|2023-08-29|2023-08-29 01:50:45|S|117.2092|1479.5561|173417.59|615.423|3468.3518|169198.84|546116002103|Aaron|Chen|Saint Lucia|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.557779|2026-01-19 13:07:53.557780
STOCK|AAPL|NASDAQ|Pitcairn Islands|EUR|2023-02-02|2023-02-02 06:42:08|B|95.4731|1105.8275|105576.78|146.6648|2111.5356|103274.93|110543423172|Ethan|Martin|Montserrat|STOP_LIMIT|API|2026-01-19 13:07:53.557929|2026-01-19 13:07:53.557930
STOCK|AMZN|LSE|Netherlands|GBP|2024-03-09|2024-03-09 17:34:51|S|27.9359|1065.2716|29759.32|113.9142|595.1864|29040.73|236469175360|Melissa|Brown|Martinique|MARKET_PRICE|API|2026-01-19 13:07:53.558076|2026-01-19 13:07:53.558077
STOCK|NVDA|XETRA|Canada|EUR|2024-02-07|2024-02-07 12:46:08|S|125.1919|1010.5243|126509.46|276.8074|2530.1892|123680.6|715265937793|Rebecca|Kim|Dominica|STOP_LIMIT|BROKER|2026-01-19 13:07:53.558222|2026-01-19 13:07:53.558223
ETF|NVDA|LSE|United States Minor Outlying Islands|USD|2023-01-10|2023-01-10 14:41:12|B|309.1456|1036.296|320366.35|390.7084|6407.327|313530.45|744316835560|Jenny|Turner|Ukraine|LIMIT|MOBILE|2026-01-19 13:07:53.558369|2026-01-19 13:07:53.558370
ETF|AMZN|NASDAQ|Seychelles|GBP|2023-01-21|2023-01-21 19:31:26|S|9.8171|522.6238|5130.65|12.153|102.613|5014.17|677973898018|Richard|Soto|Togo|STOP_LIMIT|BROKER|2026-01-19 13:07:53.558514|2026-01-19 13:07:53.558515
STOCK|AAPL|NASDAQ|American Samoa|JPY|2023-10-14|2023-10-14 13:21:23|B|118.8071|1214.8752|144335.8|159.2376|2886.716|141173.61|449834594800|Manuel|White|Costa Rica|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.558661|2026-01-19 13:07:53.558662
ETF|MSFT|NASDAQ|Chad|EUR|2023-02-09|2023-02-09 04:25:34|B|495.7444|1003.2216|497341.49|1244.5934|9946.8298|485654.22|971104012582|William|Adams|United States of America|STOP_LOSS|WEB|2026-01-19 13:07:53.558851|2026-01-19 13:07:53.558852
STOCK|GOOGL|NYSE|Puerto Rico|USD|2024-10-18|2024-10-18 13:33:01|S|470.734|1213.7902|571372.32|393.3444|11427.4464|559336.38|520396944830|Brooke|Chavez|Latvia|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.558998|2026-01-19 13:07:53.558999
STOCK|AAPL|LSE|Peru|JPY|2023-10-08|2023-10-08 03:17:38|B|238.139|1042.7979|248330.85|713.6454|4966.617|242595.76|551572159376|Brian|Brown|Cayman Islands|LIMIT|MOBILE|2026-01-19 13:07:53.559216|2026-01-19 13:07:53.559217
ETF|BABA|NASDAQ|Guernsey|JPY|2023-11-22|2023-11-22 16:46:26|S|230.3659|241.1829|55560.32|149.3079|1111.2064|54245.77|233292596389|Bruce|Goodwin|Uganda|LIMIT|WEB|2026-01-19 13:07:53.559364|2026-01-19 13:07:53.559365
STOCK|AMZN|NASDAQ|Solomon Islands|JPY|2024-09-08|2024-09-08 16:41:05|S|155.4905|1028.4957|159921.31|660.0887|3198.4262|156037.68|645135068773|Debra|Mcdowell|Saint Vincent and the Grenadines|LIMIT|API|2026-01-19 13:07:53.559518|2026-01-19 13:07:53.559519
ETF|BABA|LSE|Taiwan|USD|2024-06-22|2024-06-22 04:53:48|S|31.999|661.9797|21182.69|13.171|423.6538|20736.06|917156834508|Kristi|Greer|Trinidad and Tobago|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.559666|2026-01-19 13:07:53.559666
ETF|TSLA|LSE|Sierra Leone|GBP|2024-05-04|2024-05-04 09:06:06|S|168.5676|1453.0281|244933.46|933.4086|4898.6692|239029.71|200899421832|Jason|Bolton|Myanmar|MARKET_PRICE|BROKER|2026-01-19 13:07:53.559813|2026-01-19 13:07:53.559814
STOCK|META|LSE|Turkey|USD|2023-04-20|2023-04-20 00:21:06|B|256.3016|1272.9488|326258.81|471.7092|6525.1762|319005.28|720581951357|Donna|Wright|Serbia|EACH_PRICE|BROKER|2026-01-19 13:07:53.559960|2026-01-19 13:07:53.559961
ETF|BABA|NYSE|Bangladesh|USD|2024-01-24|2024-01-24 11:25:19|S|61.458|1485.1285|91273.03|418.0894|1825.4606|88941.98|941203038282|Alyssa|Scott|Trinidad and Tobago|EACH_PRICE|WEB|2026-01-19 13:07:53.560106|2026-01-19 13:07:53.560107
STOCK|NFLX|NASDAQ|Egypt|GBP|2023-02-02|2023-02-02 10:41:56|S|454.903|1227.353|558326.56|2664.7039|11166.5312|544018.65|902995470282|Bryan|Zhang|Saint Lucia|LIMIT|BROKER|2026-01-19 13:07:53.560255|2026-01-19 13:07:53.560256
ETF|GOOGL|NASDAQ|Mauritius|JPY|2024-02-26|2024-02-26 17:39:14|B|369.8545|514.72|190371.51|270.9448|3807.4302|186221.49|924328807171|Jennifer|Le|Timor-Leste|MARKET_PRICE|BROKER|2026-01-19 13:07:53.560405|2026-01-19 13:07:53.560406
ETF|TSLA|LSE|Saint Barthelemy|JPY|2023-02-12|2023-02-12 22:49:54|S|491.7492|822.6755|404550.02|517.4167|8091.0004|395879.85|484955840996|Brenda|Owen|Barbados|STOP_LIMIT|BROKER|2026-01-19 13:07:53.560552|2026-01-19 13:07:53.560553
STOCK|TSLA|NYSE|Antarctica (the territory South of 60 deg S)|USD|2024-09-26|2024-09-26 09:47:36|S|179.5737|839.5345|150758.32|308.9763|3015.1664|147394.08|358830609859|Mary|Ray|Gibraltar|EACH_PRICE|API|2026-01-19 13:07:53.560702|2026-01-19 13:07:53.560703
ETF|TSLA|JPX|Lebanon|EUR|2023-10-27|2023-10-27 23:29:19|B|46.7349|847.34|39600.35|79.7542|792.007|38715.77|927252195600|Brian|Gordon|Seychelles|MARKET_PRICE|BROKER|2026-01-19 13:07:53.560847|2026-01-19 13:07:53.560848
ETF|NFLX|LSE|Comoros|EUR|2024-07-15|2024-07-15 10:38:19|S|455.0059|965.6654|439383.45|995.3058|8787.669|429250.61|673041342691|Richard|Harrell|Haiti|MARKET_PRICE|WEB|2026-01-19 13:07:53.560994|2026-01-19 13:07:53.560995
ETF|NVDA|XETRA|Wallis and Futuna|JPY|2024-08-13|2024-08-13 15:31:19|S|464.3113|1134.0682|526560.68|1130.6598|10531.2136|514828.7|990792349986|Jared|Adams|Panama|EACH_PRICE|MOBILE|2026-01-19 13:07:53.561140|2026-01-19 13:07:53.561141
ETF|BABA|NASDAQ|Reunion|JPY|2024-09-09|2024-09-09 09:48:51|S|465.4491|364.1892|169511.54|379.2919|3390.2308|165626.02|964579701034|Linda|Peterson|United Kingdom|MARKET_PRICE|WEB|2026-01-19 13:07:53.561286|2026-01-19 13:07:53.561287
ETF|META|LSE|El Salvador|GBP|2023-05-13|2023-05-13 02:28:21|B|463.9273|766.8016|355740.2|396.0631|7114.804|348120.1|327542829173|Taylor|Edwards|Colombia|MARKET_PRICE|API|2026-01-19 13:07:53.561431|2026-01-19 13:07:53.561432
ETF|META|JPX|South Africa|EUR|2024-12-22|2024-12-22 10:44:52|B|66.0694|570.0099|37660.21|154.9896|753.2042|36739.32|952896564593|James|Wilson|Moldova|MARKET_PRICE|API|2026-01-19 13:07:53.561593|2026-01-19 13:07:53.561594
ETF|META|LSE|Sudan|USD|2024-01-10|2024-01-10 03:01:44|B|98.8114|708.1995|69978.18|220.187|1399.5636|68329.66|482612130568|Heather|Rivers|Bahamas|EACH_PRICE|WEB|2026-01-19 13:07:53.561754|2026-01-19 13:07:53.561755
STOCK|GOOGL|JPX|Somalia|GBP|2024-10-23|2024-10-23 09:10:59|B|36.9501|1166.426|43099.56|41.9271|861.9912|42188.18|269536508359|Martin|Hampton|United States Minor Outlying Islands|EACH_PRICE|MOBILE|2026-01-19 13:07:53.562015|2026-01-19 13:07:53.562017
STOCK|META|LSE|Israel|USD|2023-06-04|2023-06-04 05:11:40|B|320.5263|837.6061|268474.78|956.4578|5369.4956|262078.5|435187869637|Jennifer|Brown|Montenegro|EACH_PRICE|MOBILE|2026-01-19 13:07:53.562226|2026-01-19 13:07:53.562228
STOCK|META|NASDAQ|Bolivia|EUR|2024-10-08|2024-10-08 23:00:35|B|57.815|872.7021|50455.27|119.4764|1009.1054|49279.76|190372146846|Bobby|Jones|Algeria|STOP_LOSS|WEB|2026-01-19 13:07:53.562380|2026-01-19 13:07:53.562381
ETF|MSFT|NYSE|Congo|USD|2023-10-01|2023-10-01 13:23:07|B|59.4602|983.9778|58507.52|178.0596|1170.1504|57150.74|653141207048|Dana|Shelton|Saint Pierre and Miquelon|LIMIT|API|2026-01-19 13:07:53.562551|2026-01-19 13:07:53.562553
ETF|NVDA|NYSE|Serbia|GBP|2024-03-27|2024-03-27 11:29:44|B|196.2381|1316.9695|258439.59|156.5902|5168.7918|253057.17|751743484141|Gilbert|Thornton|United States of America|LIMIT|BROKER|2026-01-19 13:07:53.562835|2026-01-19 13:07:53.562837
ETF|MSFT|LSE|Fiji|JPY|2024-03-15|2024-03-15 16:10:59|B|435.293|807.3723|351443.51|883.2016|7028.8702|343274.09|445617884478|Philip|Jones|Bermuda|STOP_LIMIT|WEB|2026-01-19 13:07:53.563176|2026-01-19 13:07:53.563177
STOCK|GOOGL|XETRA|Norfolk Island|USD|2024-07-18|2024-07-18 00:58:35|S|92.9679|635.2308|59056.07|119.9951|1181.1214|57746.3|440840972731|Sherry|Wells|Saint Helena|STOP_LOSS|API|2026-01-19 13:07:53.563449|2026-01-19 13:07:53.563451
STOCK|AAPL|LSE|Heard Island and McDonald Islands|JPY|2024-03-19|2024-03-19 19:43:12|S|128.4144|299.1804|38419.07|68.7031|768.3814|37550.54|785938001818|Charlotte|Johnson|Bolivia|MARKET_PRICE|BROKER|2026-01-19 13:07:53.563726|2026-01-19 13:07:53.563728
STOCK|AAPL|XETRA|Mozambique|USD|2024-07-31|2024-07-31 01:45:27|B|400.1013|1334.4712|533923.66|1342.9731|10678.4732|521596.45|378892388027|Douglas|Mcclure|Nigeria|STOP_LIMIT|WEB|2026-01-19 13:07:53.564100|2026-01-19 13:07:53.564102
ETF|AAPL|LSE|Belarus|JPY|2023-11-23|2023-11-23 09:08:35|S|279.6007|477.2606|133442.4|125.5788|2668.848|130632.19|998882153472|Derrick|Cole|El Salvador|MARKET_PRICE|BROKER|2026-01-19 13:07:53.564323|2026-01-19 13:07:53.564325
STOCK|TSLA|LSE|North Macedonia|USD|2023-05-07|2023-05-07 16:49:29|S|285.9506|1080.0511|308841.26|180.6348|6176.8252|302432.37|402649368985|Priscilla|Jensen|Martinique|LIMIT|BROKER|2026-01-19 13:07:53.564479|2026-01-19 13:07:53.564479
ETF|MSFT|LSE|Guinea|GBP|2024-10-26|2024-10-26 19:00:59|B|34.645|1309.9974|45384.86|195.5125|907.6972|44268.72|393977662190|Amy|Calhoun|Equatorial Guinea|LIMIT|BROKER|2026-01-19 13:07:53.564628|2026-01-19 13:07:53.564628
STOCK|META|JPX|Mozambique|JPY|2024-01-13|2024-01-13 06:59:36|S|72.7408|435.7157|31694.31|27.4537|633.8862|31023.7|881551148207|Tonya|Blevins|Italy|EACH_PRICE|WEB|2026-01-19 13:07:53.564774|2026-01-19 13:07:53.564775
ETF|AAPL|LSE|Antigua and Barbuda|GBP|2024-11-02|2024-11-02 00:42:22|S|474.2529|377.5358|179047.45|563.9186|3580.949|174805.12|597437801293|Stanley|Burke|Togo|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.564919|2026-01-19 13:07:53.564919
ETF|AAPL|LSE|Sri Lanka|JPY|2023-05-03|2023-05-03 16:22:50|S|429.1749|720.0073|309009.06|1040.6671|6180.1812|301585.9|457385651366|Jonathan|Jones|New Zealand|LIMIT|API|2026-01-19 13:07:53.565066|2026-01-19 13:07:53.565067
ETF|NFLX|LSE|Ukraine|GBP|2023-12-19|2023-12-19 11:44:11|B|150.4938|520.384|78314.57|58.9066|1566.2914|76663.91|823487103499|Kelly|Griffin|Italy|STOP_LIMIT|WEB|2026-01-19 13:07:53.565212|2026-01-19 13:07:53.565213
ETF|AMZN|NYSE|Turks and Caicos Islands|JPY|2024-07-05|2024-07-05 17:05:45|B|212.622|709.5182|150859.18|309.1441|3017.1836|147412.2|639259880300|Tara|Richardson|Lao People's Democratic Republic|STOP_LOSS|MOBILE|2026-01-19 13:07:53.565357|2026-01-19 13:07:53.565358
STOCK|TSLA|NYSE|Nigeria|USD|2024-01-31|2024-01-31 02:11:10|B|277.0867|1382.2743|383009.82|1859.6669|7660.1964|373391.16|461078114684|Bobby|Moss|Haiti|LIMIT|BROKER|2026-01-19 13:07:53.565502|2026-01-19 13:07:53.565502
ETF|NVDA|XETRA|Sri Lanka|JPY|2024-01-16|2024-01-16 05:56:33|B|302.2682|1398.829|422821.52|444.6223|8456.4304|413743.72|357438684743|Betty|Perez|Senegal|STOP_LOSS|WEB|2026-01-19 13:07:53.565646|2026-01-19 13:07:53.565647
STOCK|NFLX|JPX|Armenia|JPY|2023-05-24|2023-05-24 22:24:00|B|291.3541|1447.2438|421660.41|1296.9297|8433.2082|411632.96|806759201215|Brooke|Kelly|Italy|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.565794|2026-01-19 13:07:53.565795
ETF|MSFT|JPX|Afghanistan|JPY|2023-09-13|2023-09-13 23:48:56|B|7.2537|234.4285|1700.47|7.76|34.0094|1657.34|315989300000|Emily|Wilson|Guernsey|MARKET_PRICE|API|2026-01-19 13:07:53.565940|2026-01-19 13:07:53.565940
ETF|BABA|LSE|Norway|USD|2023-12-24|2023-12-24 02:16:40|B|31.4819|202.4128|6372.34|24.0024|127.4468|6215.24|283693715066|Benjamin|Harris|Lesotho|STOP_LIMIT|WEB|2026-01-19 13:07:53.566085|2026-01-19 13:07:53.566086
ETF|NFLX|NYSE|Saint Martin|GBP|2024-09-16|2024-09-16 09:02:21|B|457.6985|863.8466|395381.29|1274.1475|7907.6258|385894.21|832829930342|Ashley|Green|Cook Islands|STOP_LOSS|MOBILE|2026-01-19 13:07:53.566231|2026-01-19 13:07:53.566232
ETF|NFLX|NASDAQ|Turks and Caicos Islands|JPY|2023-01-19|2023-01-19 03:35:47|S|281.152|210.8845|59290.6|128.2966|1185.812|57940.83|381406409730|Elizabeth|Fry|Gibraltar|EACH_PRICE|WEB|2026-01-19 13:07:53.566377|2026-01-19 13:07:53.566378
ETF|TSLA|XETRA|Argentina|GBP|2023-01-02|2023-01-02 13:17:50|B|309.878|1395.6791|432490.25|1268.8898|8649.805|422240.22|712440376904|Lisa|Baker|French Southern Territories|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.566527|2026-01-19 13:07:53.566528
ETF|META|JPX|Uganda|EUR|2024-02-26|2024-02-26 08:00:10|S|440.6481|1052.2979|463693.07|1108.302|9273.8614|453216.39|209991284782|Jesse|Grant|Costa Rica|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.566673|2026-01-19 13:07:53.566674
ETF|NFLX|NASDAQ|Montserrat|GBP|2024-02-14|2024-02-14 16:51:05|B|369.9508|1474.2423|545397.12|2513.6559|10907.9424|531533.79|262283695387|Alexander|Cohen|Peru|STOP_LIMIT|WEB|2026-01-19 13:07:53.566819|2026-01-19 13:07:53.566820
ETF|META|NASDAQ|Ethiopia|USD|2023-12-23|2023-12-23 10:21:40|S|211.4503|564.2343|119307.51|325.8418|2386.1502|116478.62|898922683437|Kelly|Marshall|Malta|STOP_LOSS|MOBILE|2026-01-19 13:07:53.566966|2026-01-19 13:07:53.566967
ETF|META|NYSE|Cayman Islands|GBP|2024-12-22|2024-12-22 17:56:54|B|330.6058|1493.5619|493780.23|1511.8937|9875.6046|482097.64|934785455391|Denise|Gallagher|Saint Barthelemy|STOP_LIMIT|WEB|2026-01-19 13:07:53.567154|2026-01-19 13:07:53.567155
ETF|MSFT|NASDAQ|Haiti|USD|2024-07-29|2024-07-29 00:04:50|S|491.7861|564.0021|277368.39|742.9091|5547.3678|270970.07|576691137533|Madison|Shaffer|Greece|EACH_PRICE|MOBILE|2026-01-19 13:07:53.567301|2026-01-19 13:07:53.567302
STOCK|GOOGL|JPX|Senegal|JPY|2024-10-11|2024-10-11 05:55:08|B|429.7512|1338.3779|575169.51|1327.1368|11503.3902|561950.41|778703339654|Joe|Gonzalez|French Polynesia|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.567451|2026-01-19 13:07:53.567451
ETF|NVDA|JPX|Pitcairn Islands|GBP|2023-08-29|2023-08-29 02:32:03|S|9.0516|1035.5665|9373.53|8.6063|187.4706|9169.33|625070496519|Frederick|Edwards|Thailand|EACH_PRICE|API|2026-01-19 13:07:53.567597|2026-01-19 13:07:53.567598
STOCK|AMZN|NYSE|Central African Republic|GBP|2023-09-27|2023-09-27 19:54:04|S|145.7872|953.7677|139047.12|337.2215|2780.9424|135813.29|992266723414|Corey|Mcfarland|Suriname|STOP_LOSS|WEB|2026-01-19 13:07:53.567743|2026-01-19 13:07:53.567743
STOCK|TSLA|LSE|Haiti|EUR|2023-10-19|2023-10-19 05:13:13|S|277.8705|132.3276|36769.94|102.4632|735.3988|35922.92|419786310158|Darlene|Watts|Germany|LIMIT|BROKER|2026-01-19 13:07:53.567886|2026-01-19 13:07:53.567887
ETF|META|XETRA|Mexico|EUR|2023-01-19|2023-01-19 23:46:33|B|169.8772|622.4183|105734.68|127.8271|2114.6936|103403.58|723710059720|Steve|Lopez|Antarctica (the territory South of 60 deg S)|EACH_PRICE|API|2026-01-19 13:07:53.568034|2026-01-19 13:07:53.568035
ETF|TSLA|NASDAQ|Libyan Arab Jamahiriya|USD|2024-11-30|2024-11-30 21:54:49|S|16.8779|1397.7035|23590.3|53.4808|471.806|23051.9|990984629230|Ernest|Davis|Jordan|EACH_PRICE|MOBILE|2026-01-19 13:07:53.568179|2026-01-19 13:07:53.568180
ETF|NVDA|XETRA|Guernsey|USD|2024-07-21|2024-07-21 00:19:11|B|311.6699|22.9601|7155.97|12.4256|143.1194|6996.25|825634278555|Richard|Berry|Haiti|STOP_LIMIT|API|2026-01-19 13:07:53.568324|2026-01-19 13:07:53.568324
STOCK|NFLX|NASDAQ|French Guiana|JPY|2024-02-15|2024-02-15 06:56:51|S|478.5858|1467.6571|702399.85|2503.5544|14047.997|685642.82|235963718555|George|Kline|South Georgia and the South Sandwich Islands|EACH_PRICE|WEB|2026-01-19 13:07:53.568472|2026-01-19 13:07:53.568473
ETF|AAPL|NASDAQ|Cyprus|GBP|2024-01-03|2024-01-03 15:57:09|S|17.5426|32.7786|575.02|1.8757|11.5004|561.37|679567826522|Julie|Payne|Taiwan|LIMIT|BROKER|2026-01-19 13:07:53.568619|2026-01-19 13:07:53.568620
STOCK|AAPL|JPX|Venezuela|GBP|2024-06-01|2024-06-01 12:56:55|S|319.2285|36.559|11670.67|15.418|233.4134|11411.81|874540057647|Robin|Gilbert|Bangladesh|EACH_PRICE|MOBILE|2026-01-19 13:07:53.568766|2026-01-19 13:07:53.568767
STOCK|TSLA|LSE|Guam|EUR|2024-06-07|2024-06-07 02:33:33|S|127.1598|410.0719|52144.66|214.5224|1042.8932|50844.79|922480731366|Dustin|Strong|Qatar|LIMIT|MOBILE|2026-01-19 13:07:53.568911|2026-01-19 13:07:53.568912
STOCK|NFLX|XETRA|United Kingdom|GBP|2023-08-21|2023-08-21 10:38:54|B|231.503|308.7712|71481.46|308.3668|1429.6292|69708.12|768236229116|Kevin|Gross|Reunion|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.569056|2026-01-19 13:07:53.569056
ETF|META|LSE|Reunion|JPY|2024-11-09|2024-11-09 20:32:13|S|457.0276|1051.099|480381.25|977.824|9607.625|469544.56|803130398083|Nina|Duarte|Swaziland|STOP_LIMIT|API|2026-01-19 13:07:53.569200|2026-01-19 13:07:53.569201
STOCK|AAPL|NYSE|Tajikistan|EUR|2023-04-02|2023-04-02 18:16:39|B|428.4816|179.886|77077.84|272.9689|1541.5568|75230.98|191790830202|Connor|Bennett|Heard Island and McDonald Islands|STOP_LIMIT|MOBILE|2026-01-19 13:07:53.569344|2026-01-19 13:07:53.569345
STOCK|TSLA|XETRA|Burundi|USD|2024-11-23|2024-11-23 19:34:55|B|441.067|413.8046|182515.55|695.699|3650.311|178089.5|353787413078|Thomas|Shaw|Falkland Islands (Malvinas)|STOP_LIMIT|WEB|2026-01-19 13:07:53.569491|2026-01-19 13:07:53.569492
STOCK|GOOGL|NYSE|Andorra|GBP|2024-09-06|2024-09-06 06:27:30|B|320.8491|1030.2599|330557.96|776.2884|6611.1592|323092.0|404358844851|Julia|Hobbs|Bulgaria|EACH_PRICE|BROKER|2026-01-19 13:07:53.569639|2026-01-19 13:07:53.569639
STOCK|AMZN|XETRA|Benin|GBP|2024-10-22|2024-10-22 03:56:47|S|413.297|686.7141|283816.88|884.3189|5676.3376|277112.64|206321489301|Erin|Ritter|Vietnam|EACH_PRICE|API|2026-01-19 13:07:53.569784|2026-01-19 13:07:53.569784
STOCK|GOOGL|XETRA|Saint Vincent and the Grenadines|USD|2023-09-17|2023-09-17 18:18:14|B|370.886|543.0285|201401.67|284.8404|4028.0334|196980.91|234814730733|Marcus|Morton|Mali|MARKET_PRICE|MOBILE|2026-01-19 13:07:53.569928|2026-01-19 13:07:53.569929
